code,descr
02.01.01.013-5,BIOPSIA DE CORPO VERTEBRAL LAMINA E PEDICULO VERTEBRAL (POR DISPOSITIVO GUIADO)
02.01.01.014-3,BIOPSIA DE ENDOCARDIO / MIOCARDIO
02.01.01.015-1,BIOPSIA DE ENDOMETRIO
02.01.01.016-0,BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-UTERINA
02.01.01.017-8,BIOPSIA DE EPIDIDIMO
02.01.01.018-6,BIOPSIA DE ESCLERA
02.01.01.019-4,BIOPSIA DE FARINGE/LARINGE
02.01.01.020-8,BIOPSIA DE FIGADO EM CUNHA / FRAGMENTO
02.01.01.021-6,BIOPSIA DE FIGADO POR PUNCAO
02.01.01.022-4,BIOPSIA DE GANGLIO LINFATICO
02.01.01.023-2,BIÓPSIA DE GLÂNDULA SALIVAR
02.01.01.024-0,BIOPSIA DE IRIS, CORPO CILIAR, RETINA, COROIDE, VITREO E TUMOR INTRA OCULAR
02.01.01.025-9,BIOPSIA DE LAMINA PEDICULO E PROCESSOS VERTEBRAIS (A CEU ABERTO)
02.01.01.026-7,BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO)
02.01.01.027-5,BIOPSIA DE MEDULA OSSEA
02.01.01.028-3,BIOPSIA DE MUSCULO (A CEU ABERTO)
02.01.01.029-1,BIOPSIA DE NERVO
02.01.01.030-5,BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR (POR AGULHA / CEU ABERTO)
02.01.01.031-3,BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO)
02.01.01.032-1,BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO)
02.01.01.033-0,BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO)
02.01.01.034-8,BIÓPSIA DE OSSO DO CRÂNIO E DA FACE
02.01.01.035-6,BIOPSIA DE PALPEBRA
02.01.01.036-4,BIOPSIA DE PAVILHAO AURICULAR
02.01.01.037-2,BIOPSIA DE PELE E PARTES MOLES
02.01.01.038-0,BIOPSIA DE PENIS
02.01.01.039-9,BIOPSIA DE PIRAMIDE NASAL
02.01.01.040-2,BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA)
02.01.01.041-0,BIOPSIA DE PROSTATA
02.01.01.042-9,BIOPSIA DE PULMAO POR ASPIRACAO
02.01.01.043-7,BIOPSIA DE RIM POR PUNCAO
02.01.01.044-5,BIOPSIA DE SEIO PARANASAL
02.01.01.045-3,BIOPSIA DE SINÓVIA
02.01.01.046-1,BIOPSIA DE TESTICULO
02.01.01.047-0,BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF
02.01.01.048-8,BIOPSIA DE URETER
02.01.01.049-6,BIOPSIA DE URETRA
02.01.01.050-0,BIOPSIA/PUNÇÃO DE VAGINA
02.01.01.051-8,BIOPSIA/PUNÇÃO DE VULVA
02.01.01.052-6,BIÓPSIA DOS TECIDOS MOLES DA BOCA
02.01.01.053-4,BIOPSIA ESTEREOTAXICA
02.01.01.054-2,BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X
02.01.01.055-0,BIOPSIA PRÉ-ESCALÊNICA
02.01.01.056-9,BIOPSIA/EXERESE DE NÓDULO DE MAMA
02.01.01.058-5,PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA
02.01.01.059-3,PUNÇÃO DE CISTERNA SUB-OCCIPITAL
02.01.01.060-7,PUNÇÃO DE MAMA POR AGULHA GROSSA
02.01.01.061-5,PUNÇÃO DE VAGINA
02.01.01.062-3,PUNÇÃO EXPLORADORA DO DEFERENTE
02.01.01.063-1,PUNÇÃO LOMBAR
02.01.01.064-0,PUNÇÃO P/ ESVAZIAMENTO
02.01.01.065-8,PUNÇÃO VENTRICULAR TRANSFONTANELA
02.01.01.066-6,BIOPSIA DO COLO UTERINO
02.01.02.001-7,COLETA DE LAVADO BRONCO-ALVEOLAR
02.01.02.002-5,COLETA DE LINFA PARA PESQUISA DE M. LEPRAE
02.01.02.003-3,COLETA DE MATERIAL PARA EXAME CITOPATOLÓGICO DE COLO DE ÚTERO
02.01.02.004-1,COLETA DE MATERIAL PARA EXAME LABORATORIAL
02.01.02.005-0,COLETA DE SANGUE PARA TRIAGEM NEONATAL
02.01.02.006-8,COLETA DE SANGUE PARA TIPIFICAÇÃO DO ALELO HLA-B
02.02.01.001-5,CLEARANCE OSMOLAR
02.02.01.002-3,DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO
02.02.01.003-1,DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS
02.02.01.004-0,DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS)
02.02.01.005-8,DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS)
02.02.01.006-6,DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS)
02.02.01.007-4,DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS)
02.02.01.008-2,DETERMINACAO DE OSMOLARIDADE
02.02.01.009-0,DOSAGEM DE 5-NUCLEOTIDASE
02.02.01.010-4,DOSAGEM DE ACETONA
02.02.01.011-2,DOSAGEM DE ACIDO ASCORBICO
02.02.01.012-0,DOSAGEM DE ACIDO URICO
02.02.01.013-9,DOSAGEM DE ACIDO VANILMANDELICO
02.02.01.014-7,DOSAGEM DE ALDOLASE
02.02.01.015-5,DOSAGEM DE ALFA-1-ANTITRIPSINA
02.02.01.016-3,DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA
02.02.01.017-1,DOSAGEM DE ALFA-2-MACROGLOBULINA
02.02.01.018-0,DOSAGEM DE AMILASE
02.02.01.019-8,DOSAGEM DE AMONIA
02.02.01.020-1,DOSAGEM DE BILIRRUBINA TOTAL E FRACOES
02.02.01.021-0,DOSAGEM DE CALCIO
02.02.01.022-8,DOSAGEM DE CALCIO IONIZAVEL
02.02.01.023-6,DOSAGEM DE CAROTENO
02.02.01.024-4,DOSAGEM DE CATECOLAMINAS
02.02.01.025-2,DOSAGEM DE CERULOPLASMINA
02.02.01.026-0,DOSAGEM DE CLORETO
02.02.01.027-9,DOSAGEM DE COLESTEROL HDL
02.02.01.028-7,DOSAGEM DE COLESTEROL LDL
02.02.01.029-5,DOSAGEM DE COLESTEROL TOTAL
02.02.01.030-9,DOSAGEM DE COLINESTERASE
02.02.01.031-7,DOSAGEM DE CREATININA
02.02.01.032-5,DOSAGEM DE CREATINOFOSFOQUINASE (CPK)
02.02.01.033-3,DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB
02.02.01.034-1,DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA
02.02.01.035-0,DOSAGEM DE DESIDROGENASE GLUTAMICA
02.02.01.036-8,DOSAGEM DE DESIDROGENASE LATICA
02.02.01.037-6,DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS)
02.02.01.038-4,DOSAGEM DE FERRITINA
02.02.01.039-2,DOSAGEM DE FERRO SERICO
02.02.01.040-6,DOSAGEM DE FOLATO
02.02.01.041-4,DOSAGEM DE FOSFATASE ACIDA TOTAL
02.02.01.042-2,DOSAGEM DE FOSFATASE ALCALINA
02.02.01.043-0,DOSAGEM DE FOSFORO
02.02.01.044-9,DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA
02.02.01.045-7,DOSAGEM DE GALACTOSE
02.02.01.046-5,DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT)
02.02.01.047-3,DOSAGEM DE GLICOSE
02.02.01.048-1,DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE
02.02.01.049-0,DOSAGEM DE HAPTOGLOBINA
02.02.01.050-3,DOSAGEM DE HEMOGLOBINA GLICOSILADA
02.02.01.051-1,DOSAGEM DE HIDROXIPROLINA
02.02.01.052-0,DOSAGEM DE ISOMERASE-FOSFOHEXOSE
02.02.01.053-8,DOSAGEM DE LACTATO
02.02.01.054-6,DOSAGEM DE LEUCINO-AMINOPEPTIDASE
02.02.01.055-4,DOSAGEM DE LIPASE
02.02.01.056-2,DOSAGEM DE MAGNESIO
02.02.01.057-0,DOSAGEM DE MUCO-PROTEINAS
02.02.01.058-9,DOSAGEM DE PIRUVATO
02.02.01.059-7,DOSAGEM DE PORFIRINAS
02.02.01.060-0,DOSAGEM DE POTASSIO
02.02.01.061-9,DOSAGEM DE PROTEINAS TOTAIS
02.02.01.062-7,DOSAGEM DE PROTEINAS TOTAIS E FRACOES
02.02.01.063-5,DOSAGEM DE SODIO
02.02.01.064-3,DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO)
02.02.01.065-1,DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP)
02.02.01.066-0,DOSAGEM DE TRANSFERRINA
02.02.01.067-8,DOSAGEM DE TRIGLICERIDEOS
02.02.01.068-6,DOSAGEM DE TRIPTOFANO
02.02.01.069-4,DOSAGEM DE UREIA
02.02.01.070-8,DOSAGEM DE VITAMINA B12
02.02.01.071-6,ELETROFORESE DE LIPOPROTEINAS
02.02.01.072-4,ELETROFORESE DE PROTEINAS
02.02.01.073-2,GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE )
02.02.01.074-0,PROVA DA D-XILOSE
02.02.01.075-9,TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS
02.02.01.076-7,DOSAGEM DE 25 HIDROXIVITAMINA D
02.02.01.077-5,DETERMINAÇÃO DE CREMATÓCRITO NO LEITE HUMANO ORDENHADO
02.02.01.078-3,ACIDEZ TITULÁVEL NO LEITE HUMANO (DORNIC)
02.02.01.079-1,DOSAGEM DE PEPTÍDEOS NATRIURÉTICOS TIPO B (BNP E NT-PROBNP)
02.02.02.001-0,CITOQUIMICA HEMATOLOGICA
02.02.02.002-9,CONTAGEM DE PLAQUETAS
02.02.02.003-7,CONTAGEM DE RETICULOCITOS
02.02.02.004-5,DETERMINAÇÃO DE CURVA DE RESISTÊNCIA GLOBULAR
02.02.02.005-3,DETERMINACAO DE ENZIMAS ERITROCITARIAS (CADA)
02.02.02.006-1,DETERMINAÇÃO DE SULFO-HEMOGLOBINA
02.02.02.007-0,DETERMINAÇÃO DE TEMPO DE COAGULAÇÃO
02.02.02.008-8,DETERMINAÇÃO DE TEMPO DE LISE DA EUGLOBULINA
02.02.02.009-6,DETERMINAÇÃO DE TEMPO DE SANGRAMENTO -DUKE
02.02.02.010-0,DETERMINAÇÃO DE TEMPO DE SANGRAMENTO DE IVY
02.02.02.011-8,DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS
02.02.02.012-6,DETERMINAÇÃO DE TEMPO DE TROMBINA
02.02.02.013-4,DETERMINAÇÃO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA)
02.02.02.014-2,DETERMINAÇÃO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP)
02.02.02.015-0,DETERMINAÇÃO DE VELOCIDADE DE HEMOSSEDIMENTAÇÃO (VHS)
02.02.02.016-9,DOSAGEM DE ANTICOAGULANTE CIRCULANTE
02.02.02.017-7,DOSAGEM DE ANTITROMBINA III
02.02.02.018-5,DOSAGEM DE FATOR II
02.02.02.019-3,DOSAGEM DE FATOR IX
02.02.02.020-7,DOSAGEM DE FATOR V
02.02.02.021-5,DOSAGEM DE FATOR VII
02.02.02.022-3,DOSAGEM DE FATOR VIII
02.02.02.023-1,DOSAGEM DE FATOR VIII (INIBIDOR)
02.02.02.024-0,DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO)
02.02.02.025-8,DOSAGEM DE FATOR X
02.02.02.026-6,DOSAGEM DE FATOR XI
02.02.02.027-4,DOSAGEM DE FATOR XII
02.02.02.028-2,DOSAGEM DE FATOR XIII
02.02.02.029-0,DOSAGEM DE FIBRINOGENIO
02.02.02.030-4,DOSAGEM DE HEMOGLOBINA
02.02.02.031-2,DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC
02.02.02.032-0,DOSAGEM DE HEMOGLOBINA FETAL
02.02.02.033-9,DOSAGEM DE HEMOSSIDERINA
02.02.02.034-7,DOSAGEM DE PLASMINOGENIO
02.02.02.035-5,ELETROFORESE DE HEMOGLOBINA
02.02.02.036-3,ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)
02.02.02.037-1,HEMATOCRITO
02.02.02.038-0,HEMOGRAMA COMPLETO
02.02.02.039-8,LEUCOGRAMA
02.02.02.040-1,PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA
02.02.02.041-0,PESQUISA DE CELULAS LE
02.02.02.042-8,PESQUISA DE CORPUSCULOS DE HEINZ
02.02.02.043-6,PESQUISA DE FILARIA
02.02.02.044-4,PESQUISA DE HEMOGLOBINA S
02.02.02.045-2,PESQUISA DE PLASMODIO
02.02.02.046-0,PESQUISA DE TRIPANOSSOMA
02.02.02.047-9,PROVA DE COMPATIBILIDADE PRE-TRANSFUSIONAL (MEIOS SALINOS, ALBUMINOSO E COOMBS)
02.02.02.048-7,PROVA DE CONSUMO DE PROTROMBINA
02.02.02.049-5,PROVA DE RETRACAO DO COAGULO
02.02.02.050-9,PROVA DO LACO
02.02.02.051-7,RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS
02.02.02.052-5,TESTE DE AGREGACAO DE PLAQUETAS
02.02.02.053-3,TESTE DE HAM (HEMOLISE ACIDA)
02.02.02.054-1,TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD)
02.02.02.055-0,DOSAGEM DE PROTEINA C FUNCIONAL
02.02.02.056-8,DOSAGEM DE PROTEINA S FUNCIONAL
02.02.02.057-6,PESQUISA DE ANTICOAGULANTE LÚPICO
02.02.03.001-6,CONTAGEM DE LINFOCITOS B
02.02.03.002-4,CONTAGEM DE LINFOCITOS CD4/CD8
02.02.03.003-2,CONTAGEM DE LINFOCITOS T TOTAIS
02.02.03.004-0,DETECÇÃO DE ÁCIDOS NUCLEICOS DO HIV-1 (QUALITATIVO)
02.02.03.005-9,DETECÇÃO DE RNA DO VÍRUS DA HEPATITE C (QUALITATIVO)
02.02.03.006-7,DETERMINAÇÃO DE COMPLEMENTO (CH50)
02.02.03.007-5,DETERMINAÇÃO DE FATOR REUMATOIDE
02.02.03.008-3,DETERMINAÇÃO QUANTITATIVA DE PROTEÍNA C REATIVA
02.02.03.009-1,DOSAGEM DE ALFA-FETOPROTEINA
02.02.03.010-5,DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA)
02.02.03.011-3,DOSAGEM DE BETA-2-MICROGLOBULINA
02.02.03.012-1,DOSAGEM DE COMPLEMENTO C3
02.02.03.013-0,DOSAGEM DE COMPLEMENTO C4
02.02.03.014-8,DOSAGEM DE CRIOAGLUTININA
02.02.03.015-6,DOSAGEM DE IMUNOGLOBULINA A (IGA)
02.02.03.016-4,DOSAGEM DE IMUNOGLOBULINA E (IGE)
02.02.03.017-2,DOSAGEM DE IMUNOGLOBULINA G (IGG)
02.02.03.018-0,DOSAGEM DE IMUNOGLOBULINA M (IGM)
02.02.03.019-9,DOSAGEM DE INIBIDOR DE C1-ESTERASE
02.02.03.020-2,DOSAGEM DE PROTEINA C REATIVA
02.02.03.021-0,GENOTIPAGEM DE VIRUS DA HEPATITE C
02.02.03.022-9,IMUNOELETROFORESE DE PROTEINAS
02.02.03.023-7,IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR)
02.02.03.024-5,INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD)
02.02.03.025-3,PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA
02.02.03.026-1,PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA
02.02.03.027-0,PESQUISA DE ANTICORPOS ANTI-DNA
02.02.03.028-8,PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI
02.02.03.029-6,PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT)
02.02.03.030-0,PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA)
02.02.03.031-8,PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2
02.02.03.032-6,PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP)
02.02.03.033-4,PESQUISA DE ANTICORPOS ANTI-SCHISTOSOMAS
02.02.03.034-2,PESQUISA DE ANTICORPOS ANTI-SM
02.02.03.035-0,PESQUISA DE ANTICORPOS ANTI-SS-A (RO)
02.02.03.036-9,PESQUISA DE ANTICORPOS ANTI-SS-B (LA)
02.02.03.037-7,PESQUISA DE ANTICORPOS ANTIADENOVIRUS
02.02.03.038-5,PESQUISA DE ANTICORPOS ANTIAMEBAS
02.02.03.039-3,PESQUISA DE ANTICORPOS ANTIASPERGILLUS
02.02.03.040-7,PESQUISA DE ANTICORPOS ANTIBRUCELAS
02.02.03.041-5,PESQUISA DE ANTICORPOS ANTICISTICERCO
02.02.03.042-3,PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA)
02.02.03.043-1,PESQUISA DE ANTICORPOS ANTICORTEX SUPRARENAL
02.02.03.044-0,PESQUISA DE ANTICORPOS ANTIEQUINOCOCOS
02.02.03.045-8,PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70)
02.02.03.046-6,PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES
02.02.03.047-4,PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO)
02.02.03.048-2,PESQUISA DE ANTICORPOS ANTIFIGADO
02.02.03.050-4,PESQUISA DE ANTICORPOS ANTIGLOMERULO
02.02.03.051-2,PESQUISA DE ANTICORPOS ANTIILHOTA DE LANGERHANS
02.02.03.052-0,PESQUISA DE ANTICORPOS ANTIINSULINA
02.02.03.053-9,PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS
02.02.03.054-7,PESQUISA DE ANTICORPOS ANTILISTERIA
02.02.03.055-5,PESQUISA DE ANTICORPOS ANTIMICROSSOMAS
02.02.03.056-3,PESQUISA DE ANTICORPOS ANTIMITOCONDRIA
02.02.03.057-1,PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO
02.02.03.058-0,PESQUISA DE ANTICORPOS ANTIMUSCULO LISO
02.02.03.059-8,PESQUISA DE ANTICORPOS ANTINUCLEO
02.02.03.060-1,PESQUISA DE ANTICORPOS ANTIPARIETAIS
02.02.03.061-0,PESQUISA DE ANTICORPOS ANTIPLASMODIOS
02.02.03.062-8,PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA
02.02.03.063-6,PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS)
02.02.03.064-4,PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE)
02.02.03.065-2,PESQUISA DE ANTICORPOS CONTRA HISTOPLASMA
02.02.03.066-0,PESQUISA DE ANTICORPOS CONTRA O SPOROTRIX SCHENKII
02.02.03.067-9,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV)
02.02.03.068-7,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV)
02.02.03.069-5,PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO
02.02.03.070-9,PESQUISA DE ANTICORPOS CONTRA PARACOCCIDIOIDES BRASILIENSIS
02.02.03.071-7,PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO
02.02.03.072-5,PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA
02.02.03.073-3,PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR
02.02.03.074-1,PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS
02.02.03.075-0,PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS
02.02.03.076-8,PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA
02.02.03.077-6,PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI
02.02.03.078-4,PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL)
02.02.03.079-2,PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS
02.02.03.080-6,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG)
02.02.03.081-4,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA
02.02.03.082-2,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER
02.02.03.083-0,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR
02.02.03.084-9,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES
02.02.03.085-7,PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS
02.02.03.086-5,PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS
02.02.03.087-3,PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA
02.02.03.088-1,PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI
02.02.03.089-0,PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM)
02.02.03.090-3,PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS
02.02.03.091-1,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG)
02.02.03.092-0,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA
02.02.03.093-8,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER
02.02.03.094-6,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR
02.02.03.095-4,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES
02.02.03.096-2,PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA)
02.02.03.097-0,PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG)
02.02.03.098-9,PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG)
02.02.03.099-7,DETECÇÃO DE CLAMÍDIA E GONOCOCO POR BIOLOGIA MOLECULAR
02.02.03.100-4,PESQUISA DE CRIOGLOBULINAS
02.02.03.101-2,PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE)
02.02.03.102-0,PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA
02.02.03.103-9,PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA
02.02.03.104-7,PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA)
02.02.03.105-5,PROVAS DE PRAUSNITZ-KUSTNER (PK)
02.02.03.106-3,PROVAS IMUNO-ALERGICAS BACTERIANAS
02.02.03.107-1,QUANTIFICAÇÃO DE RNA DO HIV-1
02.02.03.108-0,QUANTIFICAÇÃO DE RNA DO VÍRUS DA HEPATITE C
02.02.03.109-8,TESTE TREPONEMICO P/ DETECÇÃO DE SIFILIS
02.02.03.110-1,REAÇÃO DE MONTENEGRO ID
02.02.03.111-0,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS
02.02.03.112-8,TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS
02.02.03.113-6,TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS
02.02.03.114-4,TESTES ALERGICOS DE CONTATO
02.02.03.115-2,TESTES CUTANEOS DE LEITURA IMEDIATA
02.02.03.117-9,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS EM GESTANTES
02.02.03.118-7,DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA
02.02.03.119-5,DOSAGEM DA FRAÇÃO C1Q DO COMPLEMENTO
02.02.03.120-9,DOSAGEM DE TROPONINA
02.02.03.121-7,DOSAGEM DO ANTÍGENO CA 125
02.02.03.122-5,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER I
02.02.03.123-3,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER II
02.02.03.124-1,GENOTIPAGEM DO HIV
02.02.03.125-0,DETECÇÃO DE RNA DO HTLV-1
02.02.03.126-8,PESQUISA DE ANTICORPOS ANTICORPOS ANTI-HTLV-1 (WESTERN-BLOT)
02.02.03.127-6,DOSAGEM DE ADENOSINA-DESAMINASE (ADA)
02.02.03.128-4,ANTIBETA 2 GLICOPROTEINA I -IGG
02.02.03.129-2,DOSAGEM DE ANTI-BETA-2-GLICOPROTEÍNA I - IGM
02.02.03.130-6,DIAGNÓSTICO E REAVALIAÇÃO DE HEMOGLOBINÚRIA PAROXISTICA NOTURNA
02.02.04.001-1,DOSAGEM DE ESTERCOBILINOGENIO FECAL
02.02.04.002-0,DOSAGEM DE GORDURA FECAL
02.02.04.003-8,EXAME COPROLOGICO FUNCIONAL
02.02.04.004-6,IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS
02.02.04.005-4,PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA)
02.02.04.006-2,PESQUISA DE EOSINOFILOS
02.02.04.007-0,PESQUISA DE GORDURA FECAL
02.02.04.008-9,PESQUISA DE LARVAS NAS FEZES
02.02.04.009-7,PESQUISA DE LEUCOCITOS NAS FEZES
02.02.04.010-0,PESQUISA DE LEVEDURAS NAS FEZES
02.02.04.011-9,PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA)
02.02.04.012-7,PESQUISA DE OVOS E CISTOS DE PARASITAS
02.02.04.013-5,PESQUISA DE ROTAVIRUS NAS FEZES
02.02.04.014-3,PESQUISA DE SANGUE OCULTO NAS FEZES
02.02.04.015-1,PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES
02.02.04.016-0,PESQUISA DE TRIPSINA NAS FEZES
02.02.04.017-8,PESQUISA DE TROFOZOITAS NAS FEZES
02.02.05.001-7,ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA
02.02.05.002-5,CLEARANCE DE CREATININA
02.02.05.003-3,CLEARANCE DE FOSFATO
02.02.05.004-1,CLEARANCE DE UREIA
02.02.05.005-0,CONTAGEM DE ADDIS
02.02.05.006-8,DETERMINACAO DE OSMOLALIDADE
02.02.05.007-6,IDENTIFICAÇÃO DE GLICÍDIOS URINÁRIOS POR CROMATOGRAFIA (CAMADA DELGADA)
02.02.05.008-4,DOSAGEM DE CITRATO
02.02.05.009-2,DOSAGEM DE MICROALBUMINA NA URINA
02.02.05.010-6,DOSAGEM DE OXALATO
02.02.05.011-4,DOSAGEM DE PROTEINAS (URINA DE 24 HORAS)
02.02.05.012-2,DOSAGEM E/OU FRACIONAMENTO DE ACIDOS ORGANICOS
02.02.05.013-0,EXAME QUALITATIVO DE CALCULOS URINARIOS
02.02.05.014-9,PESQUISA / DOSAGEM DE AMINOACIDOS (POR CROMATOGRAFIA)
02.02.05.015-7,PESQUISA DE ALCAPTONA NA URINA
02.02.05.016-5,PESQUISA DE AMINOACIDOS NA URINA
